name,source,assaytype,SHAP,description,value,pred,influence,smiles,SHAP contribution to Toxicity,compound
3,Human hepatotoxicity,Human hepatotoxicity,-0.0019089015845715873,"Human hepatotoxicity, hepatobiallry",0.32726453423491814,False,,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,Negative,Docetaxel
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.0015174533045437864,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.19468799294700323,False,,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,Negative,Docetaxel
6,Animal hepatotoxicity B,Animal hepatotoxicity,-0.00024165888634215978,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.08887387713299928,False,,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,Negative,Docetaxel
8,Diverse DILI A,Heterogenous Data ,-0.0027128589719205344,Large-scale and diverse ddrug induced liver injury dataset,0.2945205885780067,False,,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,Negative,Docetaxel
11,Diverse DILI C,Heterogenous Data ,-0.003714621516859593,"Transient liver function abnormalities, adverse hepatic effects",0.349979585938492,False,,CC(=O)OC12COC1CC(O)C1(C)C(=O)C(=O)C3C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,Negative,Docetaxel
14,BESP,Mechanisms of Liver Toxicity,0.0006455121991328212,BESP Bile Salt Export Pump Inhibition,0.45874537037037016,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Positive,Doxycycline
15,Mitotox,Mechanisms of Liver Toxicity,0.0008453637559938411,Mitotox ,0.1345456904433483,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Positive,Doxycycline
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.0016576900443651277,Reactive Metabolite Formation,0.0733853315451047,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Positive,Doxycycline
3,Human hepatotoxicity,Human hepatotoxicity,-0.0033929205526984337,"Human hepatotoxicity, hepatobiallry",0.35674496178969517,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Negative,Doxycycline
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.004588052802321944,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.12374883502442234,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Negative,Doxycycline
6,Animal hepatotoxicity B,Animal hepatotoxicity,-0.0020824874664752305,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.24410084112912686,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Negative,Doxycycline
7,Preclinical hepatotoxicity,Animal hepatotoxicity,-0.010971949558415297,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.3421230158730159,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Negative,Doxycycline
8,Diverse DILI A,Heterogenous Data ,-0.003583999167858521,Large-scale and diverse ddrug induced liver injury dataset,0.31962546238458234,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Negative,Doxycycline
11,Diverse DILI C,Heterogenous Data ,-0.016841280230551543,"Transient liver function abnormalities, adverse hepatic effects",0.19080259032867755,False,,CC1c2cccc(O)c2C(=O)C2C(=O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,Negative,Doxycycline
5,Animal hepatotoxicity A,Animal hepatotoxicity,0.0025686142249277794,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.4837368119925833,False,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
6,Animal hepatotoxicity B,Animal hepatotoxicity,0.0006415390202387283,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.4546324775899472,False,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
7,Preclinical hepatotoxicity,Animal hepatotoxicity,0.008550537077899014,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.7173126218323589,True,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
8,Diverse DILI A,Heterogenous Data ,0.0008216911230239611,Large-scale and diverse ddrug induced liver injury dataset,0.45900901453582743,False,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
11,Diverse DILI C,Heterogenous Data ,0.002301129961602134,"Transient liver function abnormalities, adverse hepatic effects",0.537586141380737,True,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
15,Mitotox,Mechanisms of Liver Toxicity,0.008376076878832423,Mitotox ,0.2638398523301772,False,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.0005831270142976722,Reactive Metabolite Formation,0.12436246009034065,False,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Positive,Entacapone
3,Human hepatotoxicity,Human hepatotoxicity,-0.002014663844908098,"Human hepatotoxicity, hepatobiallry",0.5362463623658918,True,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Negative,Entacapone
14,BESP,Mechanisms of Liver Toxicity,-0.0003241621649580724,BESP Bile Salt Export Pump Inhibition,0.26009722222222253,False,,CCN(CC)C(=O)C(C#N)=Cc1cc(O)c(O)c([N+](=O)[O-])c1,Negative,Entacapone
5,Animal hepatotoxicity A,Animal hepatotoxicity,0.0027988567887524047,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.4502402393979583,False,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Positive,Gemcitabine
6,Animal hepatotoxicity B,Animal hepatotoxicity,0.0006174241932691205,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.439664316187108,False,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Positive,Gemcitabine
8,Diverse DILI A,Heterogenous Data ,0.004845650345109592,Large-scale and diverse ddrug induced liver injury dataset,0.5431526235725159,True,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Positive,Gemcitabine
11,Diverse DILI C,Heterogenous Data ,0.004352888487764075,"Transient liver function abnormalities, adverse hepatic effects",0.6077417725335439,True,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Positive,Gemcitabine
3,Human hepatotoxicity,Human hepatotoxicity,-0.0020167444927967995,"Human hepatotoxicity, hepatobiallry",0.569399256182296,True,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Negative,Gemcitabine
7,Preclinical hepatotoxicity,Animal hepatotoxicity,-0.001337194915758453,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.6329105054302424,True,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Negative,Gemcitabine
14,BESP,Mechanisms of Liver Toxicity,-0.0019696070578041776,BESP Bile Salt Export Pump Inhibition,0.10164947089947082,False,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Negative,Gemcitabine
15,Mitotox,Mechanisms of Liver Toxicity,-0.0075178807184653135,Mitotox ,0.06669863447949687,False,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Negative,Gemcitabine
16,Reactive Metabolite,Mechanisms of Liver Toxicity,-0.000184905381079667,Reactive Metabolite Formation,0.14190362718875132,False,,N=c1ccn(C2OC(CO)C(O)C2(F)F)c(=O)[nH]1,Negative,Gemcitabine
14,BESP,Mechanisms of Liver Toxicity,0.0008177600886353728,BESP Bile Salt Export Pump Inhibition,0.5311693121693123,True,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Positive,Minocycline
15,Mitotox,Mechanisms of Liver Toxicity,0.000600052083728299,Mitotox ,0.13030699124608908,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Positive,Minocycline
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.0007570156311194275,Reactive Metabolite Formation,0.10005084557780637,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Positive,Minocycline
3,Human hepatotoxicity,Human hepatotoxicity,-0.003010139994864476,"Human hepatotoxicity, hepatobiallry",0.40649968123747093,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Negative,Minocycline
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.003962513426318287,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.08628262112860288,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Negative,Minocycline
6,Animal hepatotoxicity B,Animal hepatotoxicity,-0.0017564716479974618,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.26806530441932436,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Negative,Minocycline
7,Preclinical hepatotoxicity,Animal hepatotoxicity,-0.01131951110755608,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.4340397281517973,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Negative,Minocycline
8,Diverse DILI A,Heterogenous Data ,-0.0038726495931799007,Large-scale and diverse ddrug induced liver injury dataset,0.28816390519708557,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Negative,Minocycline
11,Diverse DILI C,Heterogenous Data ,-0.01347761302801098,"Transient liver function abnormalities, adverse hepatic effects",0.24325584288368773,False,,CN(C)c1ccc(O)c2c1CC1CC3C(N(C)C)C(=O)C(C(N)=O)C(=O)C3(O)C(=O)C1C2=O,Negative,Minocycline
3,Human hepatotoxicity,Human hepatotoxicity,0.01257458101790457,"Human hepatotoxicity, hepatobiallry",0.7278349789747866,True,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Positive,Moxifloxacin
7,Preclinical hepatotoxicity,Animal hepatotoxicity,0.010843603102431126,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.7275575396825402,True,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Positive,Moxifloxacin
8,Diverse DILI A,Heterogenous Data ,0.004282817472475702,Large-scale and diverse ddrug induced liver injury dataset,0.5821567192175159,True,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Positive,Moxifloxacin
11,Diverse DILI C,Heterogenous Data ,0.005410874033081801,"Transient liver function abnormalities, adverse hepatic effects",0.7061672730991995,True,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Positive,Moxifloxacin
14,BESP,Mechanisms of Liver Toxicity,0.00028982225043045943,BESP Bile Salt Export Pump Inhibition,0.7062142857142859,True,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Positive,Moxifloxacin
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.000849983303400576,Reactive Metabolite Formation,0.078279519916662,False,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Positive,Moxifloxacin
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.003769948691772748,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.1490293622296665,False,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Negative,Moxifloxacin
6,Animal hepatotoxicity B,Animal hepatotoxicity,-0.0001326923974932156,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.41048161280837614,False,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Negative,Moxifloxacin
15,Mitotox,Mechanisms of Liver Toxicity,-0.002033848192143337,Mitotox ,0.07326114853540809,False,,COc1c(N2CC3CCCNC3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,Negative,Moxifloxacin
7,Preclinical hepatotoxicity,Animal hepatotoxicity,0.0012589420680616172,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.6321382275132282,True,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Positive,Paclitaxel
14,BESP,Mechanisms of Liver Toxicity,0.0004943752530088387,BESP Bile Salt Export Pump Inhibition,0.6051190476190481,True,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Positive,Paclitaxel
15,Mitotox,Mechanisms of Liver Toxicity,0.0068695203611094866,Mitotox ,0.5089506429303366,True,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Positive,Paclitaxel
16,Reactive Metabolite,Mechanisms of Liver Toxicity,0.001386728122679628,Reactive Metabolite Formation,0.06566939967760517,False,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Positive,Paclitaxel
3,Human hepatotoxicity,Human hepatotoxicity,-0.002466789964139794,"Human hepatotoxicity, hepatobiallry",0.3253837718717903,False,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Negative,Paclitaxel
5,Animal hepatotoxicity A,Animal hepatotoxicity,-0.0014064088380474132,"Rat, chronic oral administration, Hepatic histopathologic effects, ToxRefDB",0.1995734065798582,False,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Negative,Paclitaxel
6,Animal hepatotoxicity B,Animal hepatotoxicity,-0.000633579835092845,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.0855852775157706,False,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Negative,Paclitaxel
8,Diverse DILI A,Heterogenous Data ,-0.0032740742299842123,Large-scale and diverse ddrug induced liver injury dataset,0.27765032209619633,False,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Negative,Paclitaxel
11,Diverse DILI C,Heterogenous Data ,-0.007618398025303936,"Transient liver function abnormalities, adverse hepatic effects",0.31836605227815906,False,,CC(=O)OC1=C2C(C)C(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)CC(O)(C(OC(=O)c3ccccc3)C3C4(OC(C)=O)COC4CC(O)C3(C)C1=O)C2(C)C,Negative,Paclitaxel
3,Human hepatotoxicity,Human hepatotoxicity,0.011728483989954444,"Human hepatotoxicity, hepatobiallry",0.8264141063715293,True,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
6,Animal hepatotoxicity B,Animal hepatotoxicity,0.001082644021452298,"Hepatocellular hypertrophy, rats, ORAD, HESS",0.45946482467832467,False,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
7,Preclinical hepatotoxicity,Animal hepatotoxicity,0.01379444264443263,"Preclinical hepatotoxicity data from PharmaPendium, Leadscopre, and internal repository with 14- to 28-day rat study data",0.8071364237614244,True,,NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,Positive,Trovafloxacin
